person,label
57fda37b,0.03874383
8d4871e5,0.09634738
d8c206b4,0.077579685
50ddf0e6,0.060060494
4540ea89,0.022818632
8e96b9f3,0.14390878
0d4ff378,0.0262438
15a387cc,0.030493544
e5ca4cf8,0.023117745
3b63c0e7,0.031134523
1c895a10,0.040411953
16240ed7,0.04557469
5ccda85d,0.022534646
9c4c7c4f,0.16839229
469142a7,0.113396354
ac1583f1,0.112820625
55c12370,0.2074755
7bc14702,0.06044938
f8b0b255,0.052682646
404a56c8,0.037752196
845c97aa,0.040882345
3250bb4c,0.054974176
f008fa79,0.15415639
814907c9,0.021280685
59c58e14,0.04845916
e0cd7123,0.07723138
592d9dcc,0.11869879
c5d94b7e,0.020672945
e1bebdaa,0.02279384
16d8c2b9,0.017901905
9e150660,0.0180157
efa4a3a1,0.02306096
78c0f1fb,0.124102645
ba1bec4f,0.020908227
dba88b07,0.036318
e57fce7a,0.12782432
59005136,0.023858123
b4fb0b1d,0.01737117
f3753b33,0.056303766
966e44f8,0.117855854
25b582b8,0.022462418
65f8d5cb,0.033127617
b3c6d9c9,0.0445964
e05a69dc,0.09213147
686caccf,0.07128714
7aaf6a5d,0.22578035
935b71e8,0.09517567
069b6014,0.01690345
d1234702,0.2258488
031bee81,0.05920603
a1366568,0.2864193
d4d0574c,0.22390638
a11ca9f4,0.17504247
2a617e51,0.12885955
69e0170f,0.086264454
103fe4b6,0.02100059
add5b338,0.14141169
a1c4090f,0.19679779
1a3bbb33,0.044872854
a5387dcc,0.037840858
04e15d15,0.0767137
f5b98da1,0.021131754
8e442787,0.050016537
6fe3a568,0.027069313
b8d43db3,0.25664234
a9eeb58b,0.056353226
b0d6ddf1,0.022011597
1b384b8d,0.08844202
08198e83,0.025052823
cd08ab61,0.08549987
192e84d1,0.18208282
208e734b,0.12829478
d23b1163,0.027129736
81db8dd5,0.07775851
0f9d51be,0.026055088
dc007bc9,0.23548318
e763d0f8,0.044378333
fc307b33,0.049161114
3ee07c70,0.05830421
7ccb064f,0.21555577
a3fc70c1,0.045742407
0163bf88,0.035137482
bf3da248,0.061164677
c832930f,0.020739065
f3fadb05,0.042457186
6d3bab2f,0.05793292
8a0e24c0,0.15002815
7ded5da1,0.021917414
5eeecfe0,0.37185305
0c26d732,0.033260554
7c3d12b2,0.022217575
80746f28,0.0971303
23f11762,0.045159135
5d4b9dc0,0.018789595
5a01d36f,0.35123137
b58f6306,0.024381734
fb48152b,0.025507024
8039aded,0.01891186
57a4f1f7,0.019030167
a7ffa917,0.31269878
4902ccf4,0.12601285
f79ea750,0.1860707
73d5de02,0.030908473
e573d6b3,0.27993184
48b39f36,0.025799727
3bf1d319,0.03122142
577e62c4,0.022812694
e0191a9e,0.078029886
35126bd3,0.1671463
49dd019b,0.021274226
412b3889,0.28833458
c92bee7b,0.07849582
8d34d460,0.054445133
2c6b5b48,0.019658536
a8ece5ba,0.21490584
9851c1a7,0.10796186
8d81917c,0.11935286
b10a91bd,0.022227295
10c4a037,0.09119313
50fd68d1,0.20175712
64ac1f09,0.07115744
96331f0c,0.2448269
fd66d9ab,0.22136906
a92dc13e,0.028745553
685aebd9,0.017100299
fb81265f,0.056617133
b46f1c70,0.11673977
ce07e87b,0.09494643
3e999bef,0.17280912
bb4c2005,0.022808613
a4cffde0,0.06899825
a8d01d7f,0.19056611
e4b838ce,0.037973702
c0aa2595,0.08883457
53c81963,0.08989659
0337d5ce,0.104609594
beb282da,0.028917756
00b1b9d0,0.26439705
43a614ab,0.11536152
8c54e2ee,0.11615551
531a6385,0.16493386
9479169f,0.06810395
4c0dc2e5,0.20846844
a3c4e6a2,0.10485536
bd438105,0.08112607
314b0741,0.23297645
967a21bf,0.017249832
b4a353f6,0.021181317
5437de8d,0.23130202
45758c2f,0.02375325
09b0e60b,0.020836499
5b14308c,0.020174995
469b03d4,0.12048721
246dc465,0.026366457
3150f57c,0.09921125
c356ef03,0.018220527
47e72d13,0.05522369
32cc7208,0.25060862
7f9a94c2,0.10838163
1d3f4f3f,0.18608579
45c6dfdc,0.1168634
ab9fd1f7,0.1886555
8dba431b,0.04543844
9427514d,0.16235745
0ecfca50,0.20103572
2f7e4496,0.026336752
a242c4dd,0.019937465
391143bd,0.37499204
8b6e89e3,0.13249631
9b831e33,0.04511179
c1a1d786,0.02030232
55a627f6,0.057422362
31e062cf,0.35936785
08e040a4,0.020911321
629a6941,0.039364036
075e85f8,0.08184617
8c18dca5,0.017977562
84fca32c,0.041028116
1676e1fd,0.020401081
818a6f90,0.072150804
32c56bbf,0.039101362
3813e029,0.1696646
01af6573,0.13768515
15ed28c8,0.16753626
fc07daee,0.06578897
075c5198,0.073696285
ce366032,0.0433257
3bfc0ef7,0.118300796
91f1565d,0.03518232
61fbc204,0.02652755
0f4eb377,0.24945468
3ae452f4,0.2268214
a4c38031,0.04408312
399448e2,0.19635
bfd1e5fa,0.15483595
8d248524,0.026296286
85984185,0.30729303
51f8f102,0.06797728
30a389b9,0.08901821
406a111f,0.02847194
35b4c78a,0.051557127
9a36f893,0.06200536
a86b2b18,0.025244044
3587680c,0.12215405
ef0ea2f8,0.01906506
c701a73b,0.071004175
30cac88d,0.25415134
1a684dec,0.27191463
12511bec,0.16812268
67a3e8b5,0.049766622
ed1bd47a,0.034105513
be049694,0.119128995
feae3a24,0.09403201
509fac54,0.13255878
de905924,0.04516392
8c75a7ef,0.32432917
56370234,0.028612537
05832043,0.04487508
196fa4e4,0.030116536
7a7db25b,0.10426865
ec4fc555,0.031445373
29d83daa,0.031136287
3306d3e5,0.44420108
d14ea638,0.08568572
8663bd91,0.20557262
86f7cd53,0.112192534
037a2f9e,0.02806637
10895fab,0.07495259
b8c46d39,0.13443612
b40a0096,0.020773707
b7558340,0.06509521
f17b0c3c,0.027029948
05fdf4d4,0.03317397
3b48d02d,0.025630288
6d8d66c6,0.06695972
3ec6a070,0.020888288
b42855a1,0.023978818
d8f7ceaa,0.023585293
5a83b6ad,0.14731763
3afd399e,0.090450734
0e085e1a,0.023790102
3316dadb,0.02466236
a24702e2,0.045537222
9979d6ae,0.026971897
f10c5fb7,0.07148374
f967c243,0.031009497
a094dfe5,0.026151435
17a566be,0.09093822
dd4f07d0,0.06430011
8ec1d18e,0.13620052
dd1f0cdf,0.03199413
b3521515,0.022721244
6c9d1efc,0.2933421
131ef60f,0.022181068
5044652b,0.32796353
9fa8316f,0.4733158
205b70a2,0.20006545
4e43f263,0.024256598
d6071127,0.04877956
3d5be8c9,0.018727217
049c35a9,0.25587377
a9685833,0.042592827
47f72ace,0.08615368
eac7ec17,0.044361696
4beeb20e,0.020423759
7e62a26b,0.017675104
84903b1f,0.0481714
04287e35,0.16498078
b86fc19c,0.3172952
a4f98f90,0.016533494
7ef0c48a,0.020661203
60acc084,0.024722168
829c3aa6,0.016892297
c5957a4d,0.028899116
4a0f13fe,0.0391274
9ef1f3c9,0.0184936
b40a493e,0.18932311
ab279c6c,0.035354868
fe73556d,0.03534503
006fc943,0.111250974
b7202758,0.04279359
24a1ae90,0.037416514
3c0702cb,0.12425232
cb42a8a7,0.13649364
dc0a1779,0.029239504
d2942a41,0.018860828
fafdf609,0.29437858
5246d2b4,0.08802226
0ba4e604,0.13364659
848cc9bd,0.13759458
5b2142e9,0.08058984
e3e70391,0.027625717
626d2cd6,0.2664037
5c883c80,0.060956024
a82ca219,0.064279154
49923f05,0.10673544
e9017eaa,0.031778708
05fab3e2,0.40743834
5dfbdae3,0.06303206
aae029c6,0.28492904
d57acb40,0.050465144
07a7e6be,0.26317087
3792f9c1,0.05744796
3ee9bc2e,0.27705768
b3c52846,0.03861011
d30f4a69,0.18302628
cec7a4bd,0.028765641
ed3b772d,0.038327195
cf994a08,0.18478635
5cb6c049,0.038760785
32e101e3,0.03333876
012d8fd8,0.18519075
aaab7b80,0.07844529
77dbfe60,0.07282283
c1010c6d,0.07628426
cbe3be2e,0.12974298
7ee93c8d,0.03589086
5b9427d3,0.041228227
044df6bc,0.39890623
ddeb5530,0.04172407
15ca67ea,0.03419023
96a88e59,0.30002403
fa54a67d,0.036592774
78048771,0.057250414
c133d192,0.055354156
793b14f2,0.16098475
ca0c7464,0.16114403
1be11956,0.05591915
7d113130,0.04503339
5849e449,0.2521791
3dc3e4f8,0.13226065
258f217d,0.03958587
d6b3a67c,0.15044573
5bcf6cd8,0.02993541
26fafe2c,0.07293617
8dfd6a41,0.063077375
1285927f,0.03698554
15344c67,0.03581479
6dd1d9d8,0.1435558
8a310321,0.033503722
ee49989a,0.07089379
8d38e9a5,0.02858062
2773710e,0.043043584
d5c05878,0.08606028
8597195b,0.07658182
83269101,0.07298355
db599143,0.053001314
08991bf9,0.34273022
e9aec07a,0.08350166
b3d668e9,0.2660207
23c2b2cd,0.24699046
df882002,0.03650915
e8c754f7,0.05879266
618388ac,0.033552144
0e738801,0.038080968
12226507,0.13514158
755082cf,0.2487397
8d038f6a,0.051616758
05e816e1,0.045238417
0bf0f4b8,0.04783301
018c1154,0.037365243
38b66a87,0.0281467
8e9dc4f9,0.039761767
6dadb140,0.039913945
e43ac1a0,0.040405698
c1933643,0.044655
a62de774,0.033971988
e34d9541,0.10690037
c5b412fe,0.036624014
78bfa6a9,0.05810779
bb7b8411,0.0661927
0dad8ce0,0.044795223
8f971140,0.052255955
c50ca152,0.11281923
b3828db5,0.19813772
fcb47e2b,0.027767546
ecd15314,0.050144218
395e35e1,0.12279379
1978e8a5,0.13014331
6b1f5017,0.648965
0a3a754c,0.06322633
ada50143,0.08815882
9a5f8232,0.087667584
77f27026,0.06419327
571ef0f4,0.1293857
8b6d30b2,0.14268057
03d5db8f,0.030317757
1f17de40,0.18480541
34cf7464,0.21318054
5f2ba6a1,0.034353174
38b844cb,0.027983867
7fc948cd,0.045654852
6d3fa121,0.063412234
0fb0e13c,0.29390433
a5ab3141,0.076216586
abc6b126,0.027767546
7b0d8976,0.0694444
346aebaa,0.034393806
0c4aa321,0.027108902
9ce8abb3,0.1326161
b0b5d382,0.066127226
89b86cc2,0.0701583
174bbe75,0.029907225
1003b1b3,0.04633795
eba8faaf,0.11390319
d5f4ea27,0.40503287
b4092bfc,0.028998429
fb6999b1,0.13450587
f554639d,0.23001537
ee9ec4aa,0.15850121
4ee0e1fc,0.17017551
6013e2cd,0.030889655
b03c1a1c,0.04132063
0556c3b8,0.074484006
765e0fb6,0.04181383
6446fb96,0.09372227
ed60a3ea,0.042347006
c505ef17,0.41444266
1e1952e7,0.054612566
38fed89b,0.3459074
ffa28549,0.050947826
a547ec1c,0.092531
25c33cf4,0.09267798
1b19ab63,0.2538291
822546bc,0.08080077
8dcb5433,0.0449292
b679280b,0.32830873
a40f45e9,0.05269687
ceccdb50,0.03760046
34e64e88,0.111650646
6863bbc8,0.041411534
880b13ad,0.35768312
b21bcc6a,0.10330697
619ef022,0.0913577
0c1105ed,0.12011871
13cd8455,0.044616047
ce5b0018,0.078537725
f0635a47,0.09270913
18271e21,0.096909255
7a5b7659,0.13430041
9caa0ab8,0.118264675
c72a6cd3,0.10840816
5de03756,0.07040622
55a58926,0.19515781
689a9a99,0.1592103
5b790037,0.087345734
a1ab5834,0.035355307
64da4cbf,0.028131189
f24c5fc9,0.06063418
37819f90,0.03667457
6aa5f8e1,0.07526362
d3fa175a,0.03097775
1cb9f6b8,0.0420837
6c85c171,0.06321366
c275534c,0.04264232
0ee4c3de,0.0793531
b4ec7ca6,0.08847388
486eb592,0.11227594
6a51c12d,0.24192901
15135e58,0.6265917
4495e172,0.05695139
4db16849,0.050059497
c1d6434d,0.052274924
062d7384,0.30927244
00b5303d,0.055014696
7ea51d21,0.19856136
8e2a329e,0.46817625
cd603c5c,0.3722912
8685093e,0.040621225
f1e64960,0.049952358
120d18a9,0.15973406
5f7c168c,0.058578204
34b53d0c,0.0361429
054c06b7,0.08927457
752f5ff1,0.031757258
b3433c4a,0.05395866
a838a3ac,0.21171638
b4d02484,0.43933403
e4aba04d,0.054280784
96ad02f8,0.106190085
c9d6ace1,0.07001938
f900cc70,0.07739838
93bb9b2f,0.051264577
4e59e7fa,0.21525621
19d3a268,0.061359864
8f506b39,0.031236088
9941e2c9,0.05414531
1399f441,0.03888585
a807cd06,0.08997814
978e076b,0.08232186
36fc008b,0.30200356
8e825724,0.059032287
39199dfc,0.045574445
87ea0eed,0.045442387
42c05b22,0.05392068
4d2b09f5,0.05781152
cb17811c,0.12813127
487e6bbe,0.047801875
27e51f8d,0.13618919
bd3d1c48,0.13016734
903e0a50,0.052530542
a931d4ff,0.04315897
4cd5a8aa,0.050267093
7ba05207,0.29692778
f5fb228f,0.037377004
f1a33ec7,0.04171251
edef901b,0.37007293
9069d261,0.30690515
241af2b1,0.083884396
a782115e,0.050084155
d079f591,0.03965951
ae5b937c,0.29494408
b568bbc7,0.043903667
2df6bc0c,0.035747036
cfd0afbb,0.029180953
7f026072,0.08894082
21858191,0.05711876
2a510054,0.038245603
a457ac65,0.42188048
520dccde,0.060755182
4004f556,0.0911391
da91811e,0.026470093
16004086,0.13323992
d0364374,0.26799905
4a279402,0.05617554
95481666,0.047245763
a0e4869e,0.046678063
a358e3eb,0.17114341
3cc122e4,0.045067362
af4b831b,0.038733453
6a98d696,0.10066942
1d827d55,0.049469195
ad2e7b83,0.16665766
08d3db92,0.09513233
77cc1a7e,0.22244982
473772bb,0.052670166
71057439,0.040244058
553d7f42,0.112653494
e0907151,0.11211348
eb53671f,0.030680276
e36f346b,0.26721025
e5e35a5f,0.16818833
e3a9a645,0.039268643
112a5fef,0.06525167
6d7943dc,0.03791392
2f6241b3,0.108694784
9dd22d6f,0.30647337
e2dc0d84,0.02738104
fbb4737b,0.047131628
ef53bdc4,0.07940592
b1ea6b52,0.025810484
72488c19,0.040083617
f20584dd,0.38909096
08c15659,0.027565476
52407601,0.05824471
112846e0,0.09363296
0311c318,0.068214
1bce2503,0.04513209
816e67ff,0.050268106
028d0864,0.24594595
63a1da43,0.051748928
d10e8bec,0.15193792
ff69d6dc,0.028738152
73afb1be,0.04132096
beee3212,0.058957588
03d269f6,0.07460922
9d0288b5,0.045701902
888a11a2,0.16596963
c6b1d8a8,0.040454943
f8b16dcd,0.027940443
ffdafc72,0.08264728
22c0d301,0.036361314
d609dd0e,0.059569553
14e8a4e4,0.08515501
b715948d,0.12277901
f7916afa,0.025773972
8607146c,0.07913737
6b9151d0,0.049606036
5e847022,0.1406003
c4c87674,0.022776926
a07310fe,0.029660858
2133046c,0.10608305
78681bab,0.06183177
6e7e46bc,0.08607035
5b870a9f,0.018618038
4334f96c,0.03133595
927e9014,0.032081228
4891fd90,0.08406769
663d79b2,0.031618483
64d63685,0.025797589
8a5b0208,0.01861396
32421b39,0.02669549
ffa0d7a0,0.028498037
79e88fc8,0.03559059
fab73f46,0.18008818
ae6bbc7e,0.018574717
104090c6,0.033522025
db08f1ae,0.0650549
c6c8f3cb,0.19233659
ea4818db,0.14823169
ffbb282f,0.017935915
3aaa644b,0.01843187
b833c702,0.37940335
bf0c8fb2,0.08790545
fcd9d93a,0.20776829
2bc0d981,0.021407416
2c3744f5,0.021051157
1e9c7469,0.025257772
e58e5adb,0.019493261
1d44c9de,0.01873575
d4680fa9,0.12193011
3d7a52cb,0.18041864
3008db1e,0.038535584
6a818ca2,0.07614231
444a96dc,0.14227277
c02c5e56,0.03432591
65c97ace,0.2754784
56af763a,0.017759757
aabaaac3,0.037180185
27112590,0.015964057
908d41eb,0.21989796
38b6eddc,0.019220255
99de1ea7,0.2515204
03b999c7,0.2902388
a75e57a0,0.01765016
d093d389,0.020281112
7cd272bd,0.033631075
b2e276ca,0.066397235
869d0f8b,0.018087354
d17f3e33,0.023319878
890f378f,0.036480296
55103a4f,0.034624033
01c9f8d2,0.028342431
e730c9d5,0.08555971
623132a0,0.019602362
76616990,0.221863
49d11b2b,0.03451355
297c0103,0.27367085
09e890f1,0.017310629
da1cc049,0.021243813
c96eadfa,0.018852912
36e767ba,0.07818066
1baaee4c,0.14767613
a264cfb3,0.02513925
801ae277,0.04144669
d99c81e8,0.02366549
70d6783b,0.016346224
c1336536,0.06290205
d382559e,0.11083873
1f73db98,0.025366006
549a5e1b,0.271066
27be2210,0.08367953
6ef7edcd,0.10691328
68bb6e54,0.04567648
07b96270,0.021194117
842eecae,0.104006186
11e1bf8b,0.11063766
771ddcc2,0.060097963
916cc097,0.056567688
6330527b,0.12165444
bd94ef51,0.026504125
39896b5b,0.022497054
0ee2cb99,0.16735724
2816eb08,0.13805474
72687f01,0.13577016
da99028a,0.0279963
48cb1cb1,0.1304012
72c0cd6b,0.08639113
5dcbe595,0.035702504
1f919431,0.044363428
03bb6dc9,0.019979613
c92c3328,0.04268985
b9ed743c,0.092782564
205d77d7,0.09742139
1a6498ed,0.02650541
3f6c9fe0,0.03343751
3fc8b3fe,0.016370783
29b9f07e,0.015177712
e7282b34,0.021367915
100ff712,0.067178294
25b77cf2,0.17678891
203881b1,0.0288963
66fa6241,0.021784967
eb40c8c1,0.26277858
e93b04e2,0.01971098
390d180a,0.03025011
8cdc7297,0.019711195
1c349735,0.050448414
1a694e3c,0.053949717
eecc7719,0.09554131
fce658e9,0.023492858
6c26ff10,0.019695638
82853c43,0.38298208
2b510455,0.07774651
0f18f196,0.0914824
343b1fad,0.038460247
c2b0b7cc,0.15387222
dcbecf6f,0.045254905
a012c92d,0.0177387
edb9c7ad,0.11313535
c07c7a0f,0.046092443
c4c6021b,0.014972494
2753d362,0.2780446
e46cd1a9,0.016031014
4378ff7f,0.14639053
8eea78b1,0.055205416
86083dd4,0.09637231
5613ba35,0.24398592
3a6c87c4,0.025427504
3a84de00,0.039848488
3365cd6c,0.026331482
169956b0,0.14207618
25950776,0.3230265
1ab95a66,0.12302924
9a886433,0.2770038
6e81ed75,0.049285352
6af63e25,0.10710083
bee01672,0.054297294
f345a49c,0.32148468
c21fe110,0.21648183
989674b9,0.024343481
ef3c3285,0.074902646
b86febfb,0.0212174
6e46da0e,0.25597358
0c8db2e0,0.045191072
38e7b3f1,0.051014222
44032147,0.0866971
a6f50b47,0.07287977
b11c3935,0.027724108
a5d6408b,0.22554141
b998d158,0.12294635
49954375,0.03440181
753207dc,0.036103014
69758997,0.016676445
16d284c9,0.01968104
1230801a,0.16006182
18594cce,0.048164196
e39e5931,0.016191453
98f817d6,0.0205206
7c43e04a,0.021607792
f50f6ce6,0.017557617
8a641afc,0.1385548
445c5b9f,0.018484723
acdf8cdd,0.14306143
2d242be6,0.0659739
9dcf5b1b,0.13369636
b4388c45,0.033326782
12cfdb4c,0.24822673
9a152ea9,0.021070737
79c13509,0.039448828
d8caae0e,0.019902054
ae8f2b02,0.04741573
2f21f7fe,0.12210165
c13dcf49,0.04202481
5130e4fb,0.016886882
a9f08ac1,0.025187686
652f2bd2,0.18769054
a72cb8c1,0.09805389
87dc89e1,0.15075544
acebe45d,0.08567271
11310cbb,0.020127986
02c73278,0.017621798
11767781,0.27242208
aca39d99,0.019606588
4378cf86,0.05802192
9aaf56d0,0.03621886
38b62c5e,0.22804232
d5f053cc,0.02113395
197ef627,0.060900908
33d15fa0,0.020385306
f44fe21c,0.022111356
9f009336,0.13675661
3bad6b96,0.25685576
c6164406,0.047523975
468e0e36,0.14189085
2f80708f,0.18993028
6d16f923,0.1910878
1a59ae16,0.15084387
